"field" "block_n" "trt_id" "entropy" "lower_ci" "upper_ci" "sigma" "mean_post" "posterior_prob"
"227" 3 12 2 1.62403155706155 -2.7672961 0.983595082499999 1.22763925939045 -1.306073412836 0.913333333333333
"228" 3 12 3 1.58606520620329 -4.8815553275 -0.728371017750002 1.18190397114642 -2.09260849589333 0.76
"229" 3 12 4 1.45671556843457 -4.3415932675 0.549513543249999 1.03849965822541 -2.05732224325 0.83
"230" 3 12 5 2.04052854015189 -4.5008286 3.0564705575 1.86188610139167 0.010742175174 0.92
"231" 3 12 6 1.64374937745608 -1.75684134 2.334018235 1.25208585455358 0.487309648453229 0.996666666666667
"232" 3 12 7 1.53440528847723 -3.0074285675 1.5789288675 1.12239720013903 -0.814826431743333 0.97
"233" 3 12 8 1.43305568801168 -2.3720351525 2.254586625 1.01421727240738 0.324218709555333 0.99
"234" 3 12 9 1.63853869646623 -1.0901262675 3.89383085 1.24557860292308 0.617965934358667 0.996666666666667
"235" 3 12 10 1.78784614142554 -2.0022270025 2.8654006825 1.44615398476264 1.61646134635767 0.98
"236" 3 12 11 1.72615298380852 -0.4518173215 4.242365495 1.35963251082305 1.51786981302 1
"237" 3 12 12 1.49753689258475 -0.45466977775 3.46859609999999 1.08176975213182 1.80361287134667 0.993333333333333
"238" 3 12 13 1.85694590532472 -1.2225967775 4.8938443425 1.54961633133502 1.73678331684 0.993333333333333
"239" 3 12 14 2.1559303824703 2.51649169 8.648352435 2.08964009806527 4.87845735066667 1
"240" 3 12 15 1.54355233875238 2.4468559325 6.6167587675 1.13271092191212 4.63279370233333 1
"241" 3 15 1 2.18359818161844 -7.186565195 0.5012412055 2.14826308546578 -2.097801943043 NA
"242" 3 15 2 1.57522566544113 -4.21769589 0.496760273249992 1.1691618589581 -1.81133431073333 0.576666666666667
"243" 3 15 3 1.53141902193386 -5.110592625 -0.947862393250002 1.11905042260393 -2.58924395967333 0.396666666666667
"244" 3 15 4 2.12587025431728 -4.131708425 2.3365140975 2.02775997076385 -0.68695220207 0.81
"245" 3 15 5 1.8829593130164 -4.352700415 1.386658055 1.5904560194733 -1.64436959057767 0.603333333333333
"246" 3 15 6 2.21654365705451 -1.73690979 5.2607552325 2.22021741072887 1.958817581248 0.883333333333333
"247" 3 15 7 2.13212194471355 -2.1578667425 3.7670590875 2.04047660711803 1.31271188903103 0.986666666666667
"248" 3 15 8 1.49546911753261 -3.031565515 1.17413783 1.07953520669106 -0.976562944275453 0.563333333333333
"249" 3 15 9 2.01808614551606 -2.63281937 4.068998125 1.82056631051349 -0.112744214020667 0.616666666666667
"250" 3 15 10 2.26433006306973 -2.834536645 5.648451195 2.32888946586754 2.076608227273 0.96
"251" 3 15 11 2.44348943454093 -2.3600634175 6.03052906 2.78584406074081 2.10219735966333 0.706666666666667
"252" 3 15 12 2.01959699642634 -1.0818740825 4.32864156 1.82331899370429 1.68476395648633 0.996666666666667
"253" 3 15 13 1.79731010221379 3.115294165 9.2423162725 1.4599052976733 5.178929242 1
"254" 3 15 14 1.89832302070665 0.24342600025 5.2721495375 1.61507999426725 2.91056942743333 1
"255" 3 15 15 1.97073921773743 -0.255016166 6.47700715 1.73637687146137 4.310869797 1
"256" 3 20 1 1.59138316253456 -5.9921922975 -1.2901249925 1.18820602702954 -3.81172174556667 NA
"257" 3 20 2 1.60374614707466 -3.3166361425 1.1711751675 1.20298697985403 -1.72585315174333 0.946666666666667
"258" 3 20 3 2.11977331034452 -3.8421668075 2.574569735 2.01543444403595 -1.07035055272333 0.86
